name,target,equipment,Level,gym,home,goal,bodyPart,type,sets
One-Arm Kettlebell Split Snatch,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,5
One-Arm Kettlebell Para Press,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,4
One-Arm Kettlebell Split Jerk,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,4
One-Arm Kettlebell Military Press To The Side,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,4
One-Arm Kettlebell Jerk,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,4
Double Kettlebell Snatch,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,4
Two-Arm Kettlebell Jerk,delts,kettlebell,Beginner,1,0,Gain Muscle,shoulders,weight,5
FYR Kettlebell Power Clean,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Kettlebell upright row,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Kettlebell upright row and press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Single-arm kettlebell thruster,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Double-kettlebell shoulder press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Double-kettlebell push-press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
HM Kettlebell Windmill,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
HM Kettlebell Z-Press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Taylor Half-Kneeling Kettlebell Halo,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Taylor Towel Kettlebell Farmer's Walk,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
FYR2 Double-Kettlebell Alternating Press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
FYR2 Double-Kettlebell Thruster,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
FYR2 Half-Kneeling Kettlebell Clean,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
FYR2 Kettlebell Clean and Press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,3
FYR2 Kettlebell High Pull to Overhead Press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,4
FYR2 Kettlebell Swing Clean and Press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
FYR2 Single-Arm Kettlebell Press,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
FYR2 Ascending-Rep High-Pull-Press Complex,delts,kettlebell,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Dumbbell front raise to lateral raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Single-arm palm-in dumbbell shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Standing palms-in shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Seated Dumbbell Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Standing dumbbell shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Single-arm lateral raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Power Partials,delts,dumbbell,Beginner,1,1,Gain Muscle,shoulders,weight,4
Incline dumbbell reverse fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Overhead dumbbell front raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Seated dumbbell shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Alternating standing shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Single-arm incline rear delt raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Alternating dumbbell front raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Alternating Deltoid Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Single-dumbbell front raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Arnold press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Single-arm standing shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Dumbbell front raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Bent-over dumbbell rear delt row,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Incline dumbbell front raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Side Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Dumbbell external shoulder rotation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Single-arm incline lateral raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Seated rear delt fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Dumbbell Raise,delts,dumbbell,Beginner,1,1,Gain Muscle,shoulders,weight,3
Seated Side Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Dumbbell Lying Rear Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Head-on-bench dumbbell rear delt raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Cuban press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Reverse Flyes With External Rotation,delts,dumbbell,Beginner,1,1,Gain Muscle,shoulders,weight,3
Single-arm side lying rear fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Single-arm dumbbell upright row,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Dumbbell Scaption,delts,dumbbell,Beginner,1,1,Gain Muscle,shoulders,weight,5
See-Saw Press (Alternating Side Press),delts,dumbbell,Beginner,1,1,Gain Muscle,shoulders,weight,3
Dumbbell Incline Shoulder Raise,delts,dumbbell,Beginner,1,1,Gain Muscle,shoulders,weight,4
Single-arm half-kneeling shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Dumbbell Clean And Jerk,delts,dumbbell,Beginner,1,1,Gain Muscle,shoulders,weight,4
Dumbbell shoulder press with body rotation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Dumbbell Fix Dumbbell Military Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Dumbbell Fix Standing Dumbbell Arnold Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Dumbbell Fix Dumbbell Single-Arm Snatch,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Paul Carter Rear-Delt Fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
FYR Dumbbell Shoulder Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
FYR Single-Arm Dumbbell Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
FYR Dumbbell Tempo L-Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Dumbbell seesaw shoulder press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
FYR Dumbbell front raise to lateral raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
FYR Dumbbell Arnold Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
FYR Dumbbell Thruster,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Dumbbell hang snatch,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Surfer sprawl,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Dumbbell clean and press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Standing One-Arm Shoulder Press - Gethin Variation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Incline Front Dumbbell Raise - Gethin Variation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Dumbbell lateral raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Incline Rear-Delt Fly - Gethin Variation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Incline Bench Rear Dumbbell Fly - Gethin Variation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Dumbbell front raise and press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Rotator cuff warm-up,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Seated Lateral Raise - Gethin Variation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Single-arm dumbbell arc row,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Incline Rear Delt Raises - Gethin Variation,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Incline Dumbbell Y Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
HM Bent-Over Rear-Delt Fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
HM Dumbbell Shoulder Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
HM Single-Leg Overhead Dumbbell Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
6 Way Shoulder Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Seated dumbbell lateral raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
AM Dumbbell Shoulder Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
AM Dumbbell Side Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
AM Front Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
UP Dumbbell Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
UP Seated Dumbbell Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
AA Incline Bench Dumbbell Reverse Fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
CM Forward Shoulder Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Dumbbell Halo,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Standing Dumbbell Scap Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Holman Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Holman Slow Weighted Half Jack to Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Holman Slow Arnold Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Holman Boat Arnold Press with Feet Push-Out,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Holman Dumbbell Hip Drive to Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Holman Squat Thrust to Alternating Renegade Triceps Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Holman Cheer Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Holman Left Arm Press with Right Arm Hold,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Holman Right Arm Press with Left Arm Hold,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Holman Left Front Raise with Right Hold,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Holman Right Front Raise with Left Hold,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Holman Alternating Front Raise to Side Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Holman Heavy Right Arm Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Holman Heavy Left Arm Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Holman Right Arm Heavy Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Holman Right Diagonal Lunge to Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Holman Left Arm Heavy Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Holman Weighted Palms-In Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Dumbbell racked carry,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Dumbbell clean and push-press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Total Fitness Dumbbell Farmer's Carry,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Single-arm dumbbell racked carry,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
Jordan Shallow Dumbbell Pull-Over,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
King Maker Dumbbell Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
Dumbbell shadow boxing,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
King Maker Dumbbell Farmer's Carry,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
King Maker Dumbbell Shrug,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
30 Shoulders Alternating Dumbbell Front Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
30 Shoulders Bent-Over Dumbbell Reverse Fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
30 Shoulders Dumbbell Front Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
30 Shoulders Dumbbell Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
30 Shoulders Dumbbell Shrug,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
30 Shoulders Seated Dumbbell Front Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
30 Shoulders Seated Dumbbell Side Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
30 Shoulders Neutral-Grip Arnold Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
30 Shoulders Standing Dumbbell Upright Row,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
MetaBurn 3-Way Shoulder Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
MetaBurn Dumbbell Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
MetaBurn Single-Leg Arnold Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
RG Forward-Leaning Dumbbell Upright Row,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
RG Alternating Seated Dumbbell Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
RG Seated Dumbbell Shoulder Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
FYR2 Dumbbell Clean and Jerk,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
FYR2 Dumbbell Cross-Body Front Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
FYR2 Dumbbell Front Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
FYR2 Dumbbell Lateral Raise,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
FYR2 Lateral Raise Hold,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,3
FYR2 Seesaw Dumbbell Military Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
FYR2 Single-Dumbbell Halo,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,5
FYR2 Single-Dumbbell Overhead Press,delts,dumbbell,Intermediate,1,1,Gain Muscle,shoulders,weight,4
Car driver,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Front Plate Raise,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Battle ropes,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Circus Bell,delts,weighted,Beginner,1,0,Gain Muscle,shoulders,weight,3
Landmine Linear Jammer,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Crucifix,delts,weighted,Beginner,1,0,Gain Muscle,shoulders,weight,3
Bar shoulder extension stretch,delts,weighted,Beginner,1,0,Gain Muscle,shoulders,weight,3
Chair Upper Body Stretch,delts,weighted,Beginner,1,0,Gain Muscle,shoulders,weight,5
Sled Reverse Flye,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Plate shoulder circle big to small,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Sled Overhead Backward Walk,delts,weighted,Beginner,1,0,Gain Muscle,shoulders,weight,5
Log Lift,delts,weighted,Beginner,1,0,Gain Muscle,shoulders,weight,3
Standing suspended rear delt fly,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Waiter's carry,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Towel dumbbell front raise,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Reach-roll-lift combo,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Upright Row - Gethin Variation,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Squat Press Shoulder Press - Gethin Variation,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Plate lateral raise,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Standing Military Press - Gethin Variation,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Bent-over plate rear delt raise,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Single-arm landmine press,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Plate front raise,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Holman Slow Overhead Press,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
30 Shoulders Plate Front Raise,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Single-arm landmine push-press,delts,weighted,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Single-arm cable front raise,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Cable Internal Rotation,delts,cable,Beginner,1,0,Gain Muscle,shoulders,weight,5
Seated face pull,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Single-arm bent-over cable rear delt fly,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Seated cable shoulder press,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Standing face pull,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Standing cable rear delt row,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Standing Low-Pulley Deltoid Raise,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Standing crossed-cable rear delt fly,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Cable Shoulder Press,delts,cable,Beginner,1,0,Gain Muscle,shoulders,weight,3
Alternating Cable Shoulder Press,delts,cable,Beginner,1,0,Gain Muscle,shoulders,weight,4
Cable Seated Lateral Raise,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,3
Single-arm lying cable front raise,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Lying cable front raise,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,5
Cable Rear Delt Fly - Gethin Variation,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,3
One-Arm Cable Side Raise - Gethin Variation,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Rope Face Pull - Gethin Variation,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,4
Lying cable lateral raise,delts,cable,Intermediate,1,0,Gain Muscle,shoulders,weight,3
